job_id,title,formatted_work_type,remote_allowed,normalized_salary,formatted_experience_level,location,listed_time,skills_combined,num_skills,listed_month,cluster_k8,cluster_k10,cluster_k12,cluster,cluster_label
3902353862,Project Manager,Full-time,,,Mid-Senior level,"Deerfield Beach, FL",2024-04-19 14:47:30,Project Management,1,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3902353878,Laboratory Technician,Contract,,52000.0,Entry level,"Fremont, CA",2024-04-19 14:21:29,Science,1,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3902353885,New Vehicle Engineering Specialist (General Assembly),Full-time,,70000.0,Associate,"Montgomery, AL",2024-04-19 14:20:54,"Manufacturing, Engineering, Production",3,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3902353887,Business Analyst Intern - Summer,Internship,,,Internship,Los Angeles Metropolitan Area,2024-04-19 14:20:53,"Analyst, Research, Strategy/Planning",3,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3902353895,Lab Technician,Full-time,,,Entry level,"Central City, NE",2024-04-19 14:21:44,Quality Assurance,1,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3902353950,"Manager, Job Training Center (Hybrid)",Full-time,,88566.0,,"Blaine, MN",2024-04-19 14:31:14,Human Resources,1,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3902353983,Environmental Services Aide,Full-time,,53861.6,Entry level,"Roseville, CA",2024-04-19 14:40:30,Other,1,2024-04,3,4,4,4,Other / Unclassified
3902353992,Store Delivery Driver (Part Time),Part-time,,,Entry level,"Homestead, FL",2024-04-19 14:55:21,"Management, Manufacturing",2,2024-04,1,1,0,1,Manufacturing & Operations
3902354026,"PEGA Senior System Architect_ Trenton, NJ",Contract,,,,"Trenton, NJ",2024-04-19 13:28:14,"Engineering, Information Technology",2,2024-04,0,2,1,2,Engineering & IT
3902354046,Design Analytics Specialist,Contract,,114400.0,Associate,"Basking Ridge, NJ",2024-04-19 13:27:52,"Design, Information Technology, Analyst",3,2024-04,0,9,11,9,Information Technology & Digital
3902354073,Financial Planning and Analysis Manager (Remote),Full-time,1.0,132500.0,Mid-Senior level,"New York, NY",2024-04-19 13:33:36,"Finance, Accounting/Auditing",2,2024-04,5,7,10,7,Accounting & Finance
3902354088,ServiceNow Architect,Contract,,,,"Santa Clara, CA",2024-04-19 13:33:48,"Design, Art/Creative, Information Technology",3,2024-04,0,9,11,9,Information Technology & Digital
3902354089,Cyber Security Specialist (penetration testing),Contract,,,Executive,"Charlotte, NC",2024-04-19 13:32:42,Information Technology,1,2024-04,0,9,11,9,Information Technology & Digital
3902354096,Data Administrator / Data Entry,Contract,,,Associate,"Downey, CA",2024-04-19 13:32:04,Administrative,1,2024-04,7,6,5,6,Administrative & Legal
3902354190,Electrical & Instrumentation Engineer,Full-time,,,Mid-Senior level,"Mount Clemens, MI",2024-04-19 13:45:38,Engineering,1,2024-04,6,2,1,2,Engineering & IT
3902354193,Universal Banker,Full-time,,,Mid-Senior level,"Costa Mesa, CA",2024-04-19 13:45:38,Other,1,2024-04,3,4,4,4,Other / Unclassified
3902354210,Customer Service Representative,Full-time,,36400.0,Entry level,"Tampa, FL",2024-04-19 13:34:59,"Administrative, Customer Service",2,2024-04,7,6,8,6,Administrative & Legal
3902354233,Contract Administrator,Full-time,,,,"Washington, DC",2024-04-19 13:40:38,"Management, Manufacturing",2,2024-04,1,1,0,1,Manufacturing & Operations
3902354259,Sales Director,Full-time,,,,"San Francisco, CA",2024-04-19 13:54:58,"Sales, Business Development",2,2024-04,4,3,6,3,Sales & Business Development
3902354263,CT Technologist,Full-time,1.0,104000.0,Entry level,"Richmond, VA",2024-04-19 13:38:02,Other,1,2024-04,3,4,4,4,Other / Unclassified
3902354269,Clinical Psychologist - Government,Full-time,,196560.0,,"Belle Chasse, LA",2024-04-19 13:43:16,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3902354277,Java Backend Developer,Contract,,,,"Charlotte, NC",2024-04-19 13:41:32,"Engineering, Information Technology",2,2024-04,0,2,1,2,Engineering & IT
3902354280,Pharmacy Technician,Full-time,,39520.0,Entry level,"Bethlehem, PA",2024-04-19 13:40:54,"Distribution, Manufacturing, Quality Assurance",3,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3902354282,Construction Supervisor,Full-time,,124800.0,Mid-Senior level,"Marshfield, MA",2024-04-19 13:40:55,Manufacturing,1,2024-04,1,1,0,1,Manufacturing & Operations
3902354297,Office Operations Manager (Retirement Planning),Full-time,,95000.0,,"Kent County, RI",2024-04-19 13:41:36,"Customer Service, Administrative, Finance",3,2024-04,7,6,8,6,Administrative & Legal
3902354299,SAP SD AFS,Contract,,,,"Apex, NC",2024-04-19 13:43:39,Information Technology,1,2024-04,0,9,11,9,Information Technology & Digital
3902354304,Snowflake/AWS Integration Architect,Full-time,,,Mid-Senior level,"Chicago, IL",2024-04-19 13:44:16,Other,1,2024-04,3,4,4,4,Other / Unclassified
3902354327,Bumper Launch Engineer,Full-time,,,Mid-Senior level,"Casa Grande, AZ",2024-04-19 13:45:17,Engineering,1,2024-04,6,2,1,2,Engineering & IT
3902354337,Credit Collections Coordinator,Full-time,,57500.0,Associate,"Houston, TX",2024-04-19 13:46:39,Accounting/Auditing,1,2024-04,5,7,10,7,Accounting & Finance
3902354346,Business Development Manager,Full-time,,119500.0,Mid-Senior level,"Maryland, United States",2024-04-19 13:47:48,"Sales, Business Development, Engineering",3,2024-04,4,3,6,3,Sales & Business Development
3902354350,Corporate Controller,Full-time,,202500.0,Director,"New York, NY",2024-04-19 13:48:06,"Finance, Accounting/Auditing",2,2024-04,5,7,10,7,Accounting & Finance
3902354351,Financial Controller,Full-time,,,Executive,"Arlington, TX",2024-04-19 13:48:47,Other,1,2024-04,3,4,4,4,Other / Unclassified
3902354363,Project Manager - Jr.,Full-time,,,,"Jupiter, FL",2024-04-19 13:54:35,"Project Management, Information Technology",2,2024-04,0,9,11,9,Information Technology & Digital
3902354365,Collections Specialist,Contract,,,Associate,"Sandy Springs, GA",2024-04-19 14:32:09,Accounting/Auditing,1,2024-04,5,7,10,7,Accounting & Finance
3902354367,Sales Representative,Full-time,,,Associate,"Pittsburgh, PA",2024-04-19 13:50:48,Sales,1,2024-04,4,5,3,5,Finance & Sales
3902354372,Sustenance Engineer,Full-time,,,,"Irvine, CA",2024-04-19 13:56:19,"Engineering, Information Technology",2,2024-04,0,2,1,2,Engineering & IT
3902354374,Shipping and Receiving Supervisor,Full-time,,,Mid-Senior level,"Garland, TX",2024-04-19 13:51:32,Other,1,2024-04,3,4,4,4,Other / Unclassified
3902354375,Ab Initio Admin-Remote,Contract,1.0,,Mid-Senior level,United States,2024-04-19 13:52:52,Information Technology,1,2024-04,0,9,11,9,Information Technology & Digital
3902354378,Linux System Administrator,Full-time,,,Mid-Senior level,Cincinnati Metropolitan Area,2024-04-19 13:53:15,Information Technology,1,2024-04,0,9,11,9,Information Technology & Digital
3902354387,AEM Developer,Contract,,119600.0,,"Charlotte, NC",2024-04-19 13:53:51,"Engineering, Information Technology",2,2024-04,0,2,1,2,Engineering & IT
3902354399,Commercial Equipment Mechanic ,Full-time,,,Associate,"Austin, Texas Metropolitan Area",2024-04-19 13:53:57,Other,1,2024-04,3,4,4,4,Other / Unclassified
3902354400,"Campaign Manager, Performance Marketing",Full-time,,,Mid-Senior level,"New York, NY",2024-04-19 13:53:53,Marketing,1,2024-04,6,8,3,8,"HR, Education & Quality Assurance"
3902354403,Sales Director,Full-time,1.0,,Director,United States,2024-04-19 13:57:52,"Information Technology, Sales",2,2024-04,0,9,11,9,Information Technology & Digital
3902354410,Senior Java Developer,Contract,,,,"New York, NY",2024-04-19 13:58:31,"Engineering, Information Technology",2,2024-04,0,2,1,2,Engineering & IT
3902354415,Chemical Engineer,Full-time,,,Entry level,"Houston, TX",2024-04-19 14:08:08,"Engineering, Information Technology",2,2024-04,0,2,1,2,Engineering & IT
3902354417,"Campaign Manager, Performance Marketing",Full-time,,,Mid-Senior level,"Chicago, IL",2024-04-19 13:55:36,Marketing,1,2024-04,6,8,3,8,"HR, Education & Quality Assurance"
3902354424,"Director, External Financial Reporting ",Full-time,,,Director,"Fort Worth, TX",2024-04-19 13:59:20,Accounting/Auditing,1,2024-04,5,7,10,7,Accounting & Finance
3902354432,Lead Cyber Security Engineer,Contract,1.0,,,United States,2024-04-19 14:03:01,Information Technology,1,2024-04,0,9,11,9,Information Technology & Digital
3902354449,Sales Representative - Payments,Full-time,,,Mid-Senior level,"Joplin, MO",2024-04-19 14:00:04,"Sales, Business Development, Consulting",3,2024-04,4,3,6,3,Sales & Business Development
3902354457,Full Time Medical Assistant ,Full-time,,,,"Elk Grove Village, IL",2024-04-19 14:20:36,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3902354476,Senior Accountant,Full-time,1.0,73535.0,Mid-Senior level,"New Jersey, United States",2024-04-19 14:04:10,Accounting/Auditing,1,2024-04,5,7,10,7,Accounting & Finance
3902354496,Automation Test Engineer,Contract,,,Mid-Senior level,"Bethesda, MD",2024-04-19 14:03:49,Engineering,1,2024-04,6,2,1,2,Engineering & IT
3902354503,Oracle Database Administrator,Contract,,136240.0,Mid-Senior level,"McLean, VA",2024-04-19 14:06:03,Information Technology,1,2024-04,0,9,11,9,Information Technology & Digital
3902354524,Part Time Peer Specialist - R010587,Part-time,,49098.4,Mid-Senior level,"Manhattan, NY",2024-04-19 14:16:06,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3902354538,Aircraft Engine Engineer,Full-time,,95000.0,Mid-Senior level,"Erlanger, KY",2024-04-19 14:07:43,Engineering,1,2024-04,6,2,1,2,Engineering & IT
3902354554,"Director, Segment Marketing",Full-time,,,Director,"Boston, MA",2024-04-19 14:19:42,"Marketing, Sales",2,2024-04,6,5,3,5,Finance & Sales
3902354562,Customer Service - Series 7,Contract,,,Entry level,"Salt Lake City, UT",2024-04-19 14:08:30,Customer Service,1,2024-04,6,8,8,8,"HR, Education & Quality Assurance"
3902354644,Client Test Engineer,Full-time,,,Entry level,"Durham, NC",2024-04-19 14:10:15,Information Technology,1,2024-04,0,9,11,9,Information Technology & Digital
3902354708,Product Architect,Contract,,,,"Dublin, OH",2024-04-19 14:11:34,"Engineering, Information Technology",2,2024-04,0,2,1,2,Engineering & IT
3902354732,Commissioning Agent ,Full-time,,,Mid-Senior level,"Nashville, TN",2024-04-19 14:13:16,Engineering,1,2024-04,6,2,1,2,Engineering & IT
3902354739,Web Landscape Strategist,Full-time,1.0,115000.0,,United States,2024-04-19 14:16:58,"Marketing, Sales",2,2024-04,6,5,3,5,Finance & Sales
3902354741,"Health Center Manager Registered Nurse (RN)-FT: RTX, Cedar Rapids, IA",Full-time,,,Mid-Senior level,"Cedar Rapids, IA",2024-04-19 14:13:36,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3902354788,Tooling Mechanical Designer - NX/BIW tooling,Contract,,66560.0,Associate,"Southfield, MI",2024-04-19 14:15:15,Design,1,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3902354798,Senior/Mid-Level Distribution System Planning Engineer,Full-time,,,Entry level,"Elkridge, MD",2024-04-19 14:30:08,"Management, Manufacturing",2,2024-04,1,1,0,1,Manufacturing & Operations
3902354799,Senior Level Electrical Analytical Design Engineer,Full-time,,,Mid-Senior level,"Elkridge, MD",2024-04-19 14:30:08,"Engineering, Information Technology",2,2024-04,0,2,1,2,Engineering & IT
3902354800,"Principal, Data Strategy",Full-time,,,Director,"Houston, TX",2024-04-19 14:16:06,Consulting,1,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3902354814,Retail Marketing Associate,Full-time,,,Entry level,"Queens, NY",2024-04-19 14:17:12,"Sales, Marketing, Customer Service",3,2024-04,6,8,8,8,"HR, Education & Quality Assurance"
3902354831,Lead Vulnerability Management Analyst,Contract,1.0,130000.0,Mid-Senior level,United States,2024-04-19 14:19:55,Information Technology,1,2024-04,0,9,11,9,Information Technology & Digital
3902354833,Executive Assistant to Chief Executive Officer,Full-time,,,,"Jersey City, NJ",2024-04-19 14:21:08,Administrative,1,2024-04,7,6,5,6,Administrative & Legal
3902354845,Salesforce Developer with nCino,Contract,,,,"Dallas, TX",2024-04-19 14:20:38,Information Technology,1,2024-04,0,9,11,9,Information Technology & Digital
3902354847,Store Manager,Full-time,,70000.0,Mid-Senior level,"Richmond, VA",2024-04-19 14:31:38,"Sales, Business Development",2,2024-04,4,3,6,3,Sales & Business Development
3902354855,Senior Research And Development Engineer,Full-time,,135000.0,Associate,"El Dorado Hills, CA",2024-04-19 14:19:54,"Project Management, Manufacturing, Strategy/Planning",3,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3902354864,Senior Integration Developer,Contract,1.0,,Associate,"Columbus, Ohio Metropolitan Area",2024-04-19 14:21:20,Information Technology,1,2024-04,0,9,11,9,Information Technology & Digital
3902354870,Infrastructure Analyst / Analyst II,Contract,1.0,,Executive,"Columbus, Ohio Metropolitan Area",2024-04-19 14:22:28,"Finance, Information Technology, Consulting",3,2024-04,0,9,11,9,Information Technology & Digital
3902354871,Intake/Data Entry Specialist,Full-time,,37440.0,Entry level,"Farmers Branch, TX",2024-04-19 14:22:22,Administrative,1,2024-04,7,6,5,6,Administrative & Legal
3902354873,Senior Marketing Manager - Evernorth Care Group - Scottsdale/Phoenix,Full-time,,,Mid-Senior level,"Scottsdale, AZ",2024-04-19 14:21:28,"Marketing, Strategy/Planning, Business Development",3,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3902354879,ENTRY LEVEL MANAGEMENT,Contract,1.0,,Entry level,"Houston, TX",2024-04-19 14:22:50,"Sales, Business Development",2,2024-04,4,3,6,3,Sales & Business Development
3902354880,Sales Representative - Financial Institutions,Full-time,,,,"Colorado Springs, CO",2024-04-19 14:22:18,"Sales, Business Development",2,2024-04,4,3,6,3,Sales & Business Development
3902354882,Senior GCP Cloud Engineer,Contract,1.0,,Associate,United States,2024-04-19 14:23:06,Information Technology,1,2024-04,0,9,11,9,Information Technology & Digital
3902354886,Remote Cyber Security Specialist II ,Full-time,1.0,71760.0,Associate,United States,2024-04-19 14:23:16,Information Technology,1,2024-04,0,9,11,9,Information Technology & Digital
3902354893,Financial Analyst,Full-time,,95000.0,Associate,"Orlando, FL",2024-04-19 14:23:22,"Information Technology, Finance",2,2024-04,0,9,11,9,Information Technology & Digital
3902354894,Mechanical Engineer (SAP),Full-time,,,Mid-Senior level,"Boston, MA",2024-04-19 14:24:45,"Engineering, Distribution, Manufacturing",3,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3902354907,Retail Operations Supervisor,Full-time,,,Mid-Senior level,"Concord, NH",2024-04-19 14:35:50,"Sales, Business Development",2,2024-04,4,3,6,3,Sales & Business Development
3902354908,Retail Sales Print & Marketing Associate,Part-time,,,Entry level,"Concord, NH",2024-04-19 14:35:50,"Sales, Business Development",2,2024-04,4,3,6,3,Sales & Business Development
3902354909,Retail Sales Technology Supervisor,Part-time,,,Mid-Senior level,"Adrian, MI",2024-04-19 14:35:50,"Sales, Business Development",2,2024-04,4,3,6,3,Sales & Business Development
3902354913,Office Assistant,Part-time,,35360.0,,"Milwaukee, WI",2024-04-19 14:46:05,Administrative,1,2024-04,7,6,5,6,Administrative & Legal
3902354924,Python Developer,Full-time,,,,"Boston, MA",2024-04-19 14:23:46,"Engineering, Information Technology",2,2024-04,0,2,1,2,Engineering & IT
3902354934,Network Engineer,Full-time,,,Mid-Senior level,"Indianapolis, IN",2024-04-19 14:23:32,Information Technology,1,2024-04,0,9,11,9,Information Technology & Digital
3902354936,Executive Assistant,Full-time,,82500.0,Associate,"New York, United States",2024-04-19 14:23:46,"Administrative, Management, Strategy/Planning",3,2024-04,7,6,9,6,Administrative & Legal
3902354939,Sales Representative - Financial Institutions,Full-time,,,,"North Platte, NE",2024-04-19 14:23:55,"Sales, Business Development",2,2024-04,4,3,6,3,Sales & Business Development
3902354942,Senior Tax Manager,Full-time,1.0,130000.0,Mid-Senior level,"Melbourne, FL",2024-04-19 14:24:14,Accounting/Auditing,1,2024-04,5,7,10,7,Accounting & Finance
3902354944,Human Resources Generalist,Full-time,,65000.0,,"Old Saybrook, CT",2024-04-19 14:27:04,Human Resources,1,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3902354945,"Senior Project Manager, Systems Integration",Full-time,,,Mid-Senior level,Greater Chicago Area,2024-04-19 14:24:24,"Information Technology, Project Management, Consulting",3,2024-04,0,9,11,9,Information Technology & Digital
3902354954,Certified Sterilization Technician,Contract,,,Mid-Senior level,"Temecula, CA",2024-04-19 14:25:37,"Engineering, Research",2,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3902354955,Sales Representative - Payments,Full-time,,,Mid-Senior level,"Edmond, OK",2024-04-19 14:25:25,"Sales, Business Development, Consulting",3,2024-04,4,3,6,3,Sales & Business Development
3902354976,Security Officer II,Full-time,,50460.8,Entry level,"Crescent City, CA",2024-04-19 14:40:30,"Other, Information Technology, Management",3,2024-04,0,9,11,9,Information Technology & Digital
3902354977,Credentials Coordinator I,Full-time,,48349.6,Mid-Senior level,"Salem, OR",2024-04-19 14:40:30,Other,1,2024-04,3,4,4,4,Other / Unclassified
3902354980,Certified Phlebotomy Technician (CPT) Lab Assistant II,Full-time,,68848.0,Entry level,"Elk Grove, CA",2024-04-19 14:40:30,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3902355030,Legal Office Assistant,Full-time,,,Mid-Senior level,"Santa Rosa, CA",2024-04-19 13:45:38,Administrative,1,2024-04,7,6,5,6,Administrative & Legal
3902355032,Senior Plant Engineer,Full-time,,143000.0,Mid-Senior level,"Philadelphia, PA",2024-04-19 13:37:21,"Engineering, Manufacturing, Science",3,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3902355038,Communications Specialist,Full-time,,58352.0,Entry level,"Pittsburgh, PA",2024-04-19 13:35:19,"Public Relations, Marketing",2,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3902355075,Contract Manager,Contract,,145600.0,Associate,"Cheyenne, WY",2024-04-19 13:37:52,Information Technology,1,2024-04,0,9,11,9,Information Technology & Digital
3902355080,Pharmacy Technician,Contract,,37492.0,Entry level,"Huntington, WV",2024-04-19 13:38:46,"Product Management, Administrative",2,2024-04,7,6,5,6,Administrative & Legal
3902355088,Big Data Engineer,Contract,,,,"Alpharetta, GA",2024-04-19 13:40:10,"Engineering, Information Technology",2,2024-04,0,2,1,2,Engineering & IT
3902355098,Salesforce Developer (Marketing Cloud),Contract,,,,"Columbus, OH",2024-04-19 13:45:03,Information Technology,1,2024-04,0,9,11,9,Information Technology & Digital
3902355101,Lead Java Developer,Full-time,,,Mid-Senior level,"Dallas, TX",2024-04-19 13:43:00,Information Technology,1,2024-04,0,9,11,9,Information Technology & Digital
3902355106,Senior Accountant,Full-time,,,Mid-Senior level,"Germantown, MD",2024-04-19 13:42:48,"Finance, Accounting/Auditing",2,2024-04,5,7,10,7,Accounting & Finance
3902355107,Senior Facilities Engineer,Full-time,,,Mid-Senior level,"Wilmer, TX",2024-04-19 13:43:05,Other,1,2024-04,3,4,4,4,Other / Unclassified
3902355111,Forklift Technician,Full-time,,,Mid-Senior level,"Hutchins, TX",2024-04-19 13:43:45,Other,1,2024-04,3,4,4,4,Other / Unclassified
3902355139,Auditor,Contract,,,Mid-Senior level,"Indianapolis, IN",2024-04-19 13:45:57,"Administrative, Accounting/Auditing",2,2024-04,7,7,5,7,Accounting & Finance
3902355141,Required LEAD UI DEVELOPER - USC GC ONLY,Contract,,,,"Atlanta, GA",2024-04-19 13:46:49,"Engineering, Information Technology",2,2024-04,0,2,1,2,Engineering & IT
3902355145,java fullstack developer,Contract,,,,"Hoffman Estates, IL",2024-04-19 13:49:00,"Engineering, Information Technology",2,2024-04,0,2,1,2,Engineering & IT
3902355150,Business Analyst,Contract,,,Associate,"Kennett Square, PA",2024-04-19 13:46:39,Consulting,1,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3902355165,ServiceNow HRSD Architect,Full-time,,,Mid-Senior level,"San Diego, CA",2024-04-19 13:49:06,Information Technology,1,2024-04,0,9,11,9,Information Technology & Digital
3902355169,Human Resources Generalist,Full-time,,82500.0,,"Norwalk, CT",2024-04-19 13:54:25,Human Resources,1,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3902355172,SEO Analyst,Full-time,1.0,50000.0,,"San Diego, CA",2024-04-19 13:50:17,"Marketing, Analyst",2,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3902355177,Network Administrator,Contract,,,Mid-Senior level,"Phoenix, AZ",2024-04-19 13:53:28,Information Technology,1,2024-04,0,9,11,9,Information Technology & Digital
3902355178,Licensed Clinical Social Worker,Part-time,,,Entry level,"Austin, TX",2024-04-19 13:50:56,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3902355181,Shipping and Receiving Specialist,Full-time,,,Associate,"Lewisville, TX",2024-04-19 13:50:30,Other,1,2024-04,3,4,4,4,Other / Unclassified
3902355183,Category Manager,Full-time,,,Mid-Senior level,"Missouri, United States",2024-04-19 13:50:50,"Business Development, Sales",2,2024-04,4,3,6,3,Sales & Business Development
3902355196,"Senior Vice President, CX Strategy",Full-time,1.0,,Executive,"New York, NY",2024-04-19 13:51:45,Strategy/Planning,1,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3902355198,Receptionist,Contract,,,,"Des Moines, IA",2024-04-19 13:52:43,Administrative,1,2024-04,7,6,5,6,Administrative & Legal
3902355220,Cassandra DBA,Contract,,,,"Denver, CO",2024-04-19 13:57:15,Information Technology,1,2024-04,0,9,11,9,Information Technology & Digital
3902355227,Restaurant Manager,Full-time,,97500.0,,"Maryland, United States",2024-04-19 13:55:36,Management,1,2024-04,1,1,0,1,Manufacturing & Operations
3902355229,Licensed Professional Counselor,Contract,1.0,,,"Virginia, United States",2024-04-19 14:12:51,Other,1,2024-04,3,4,4,4,Other / Unclassified
3902355232,Project Engineer,Full-time,,,Mid-Senior level,Greater Columbus Area,2024-04-19 13:58:42,"Engineering, Project Management",2,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3902355237,Accounts Receivable Specialist,Full-time,,,Entry level,"Louisville, KY",2024-04-19 13:56:07,Accounting/Auditing,1,2024-04,5,7,10,7,Accounting & Finance
3902355238,"Crusher Laborer, Peak Materials - Kilgore (C)",Full-time,,46800.0,Entry level,"Silverthorne, CO",2024-04-19 14:08:12,Other,1,2024-04,3,4,4,4,Other / Unclassified
3902355244,Full Stack Developer,Full-time,,,Mid-Senior level,"Jersey City, NJ",2024-04-19 14:00:47,Information Technology,1,2024-04,0,9,11,9,Information Technology & Digital
3902355248,Electrical Control Engineer,Contract,,119600.0,Mid-Senior level,"New Albany, OH",2024-04-19 13:58:32,Engineering,1,2024-04,6,2,1,2,Engineering & IT
3902355250,Site Reliability Engineer,Full-time,,145600.0,Mid-Senior level,Washington DC-Baltimore Area,2024-04-19 14:02:19,Information Technology,1,2024-04,0,9,11,9,Information Technology & Digital
3902355252,Sales Application Engineer,Full-time,,99500.0,Entry level,"Tyler, TX",2024-04-19 13:57:58,"Engineering, Manufacturing, Business Development",3,2024-04,4,3,6,3,Sales & Business Development
3902355255,Nurse,Full-time,,,,"The Woodlands, TX",2024-04-19 14:09:27,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3902355262,Sales Representative - Payments,Full-time,,,Mid-Senior level,"Lees Summit, MO",2024-04-19 13:58:46,"Sales, Business Development, Consulting",3,2024-04,4,3,6,3,Sales & Business Development
3902355272,Cloud Architect,Contract,,,,"Charlotte, NC",2024-04-19 14:02:19,"Engineering, Information Technology",2,2024-04,0,2,1,2,Engineering & IT
3902355274,Urgent role - .NET Developer,Contract,,,,"Atlanta, GA",2024-04-19 14:01:55,"Engineering, Information Technology",2,2024-04,0,2,1,2,Engineering & IT
3902355278,Accounting Specialist,Full-time,,26.0,Associate,"West Sacramento, CA",2024-04-19 14:01:08,"Accounting/Auditing, Administrative, Analyst",3,2024-04,7,7,5,7,Accounting & Finance
3902355279,Business Intelligence Developer,Contract,,,,"New York, NY",2024-04-19 14:04:28,Information Technology,1,2024-04,0,9,11,9,Information Technology & Digital
3902355281,Machine Learning Engineer/AI Engineer || 7+ Years of Experience,Full-time,,,,"San Francisco, CA",2024-04-19 14:02:22,"Engineering, Information Technology",2,2024-04,0,2,1,2,Engineering & IT
3902355283,Cost Estimating Trainer,Full-time,,50960.0,,"La Crosse, WI",2024-04-19 14:05:48,"Management, Manufacturing",2,2024-04,1,1,0,1,Manufacturing & Operations
3902355286,Frontend Developer,Full-time,,,,"Ashburn, VA",2024-04-19 14:03:09,"Engineering, Information Technology",2,2024-04,0,2,1,2,Engineering & IT
3902355303,Manufacturing Engineer - Medical Device,Contract,,100526.4,Associate,"Cary, IL",2024-04-19 14:02:10,"Engineering, Manufacturing",2,2024-04,6,2,1,2,Engineering & IT
3902355313,Analytical Chemist,Contract,,64480.0,Associate,"Indianapolis, IN",2024-04-19 14:04:43,"Research, Analyst",2,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3902355337,Oracle Cloud Integrations Developer,Full-time,1.0,,Associate,"Illinois, United States",2024-04-19 14:05:00,Information Technology,1,2024-04,0,9,11,9,Information Technology & Digital
3902355352,OFSAA Programmer/Analyst,Contract,,,Mid-Senior level,"Columbus, OH",2024-04-19 14:08:09,Information Technology,1,2024-04,0,9,11,9,Information Technology & Digital
3902355356,SDET with Java development (In person Interview/5 days onsite),Contract,,,,"Dallas, TX",2024-04-19 14:15:58,"Engineering, Information Technology",2,2024-04,0,2,1,2,Engineering & IT
3902355359,Contracts (Intern - Summer 2024),Internship,,43680.0,Internship,"Syracuse, NY",2024-04-19 14:19:13,Legal,1,2024-04,6,6,7,6,Administrative & Legal
3902355361,Technical IAM Lead + Project Manager,Contract,1.0,,,United States,2024-04-19 14:11:04,"Project Management, Information Technology",2,2024-04,0,9,11,9,Information Technology & Digital
3902355417,Lead Maintenance Technician,Full-time,,,Associate,"Alabaster, AL",2024-04-19 15:04:13,"Other, Production",2,2024-04,3,4,9,4,Other / Unclassified
3902355463,Senior Accounting Consultant,Full-time,,85000.0,,"Grand Prairie, TX",2024-04-19 14:16:30,"Accounting/Auditing, Finance",2,2024-04,5,7,10,7,Accounting & Finance
3902355466,"Principal, Technology Strategy",Full-time,,,Director,"Atlanta, GA",2024-04-19 14:10:19,Strategy/Planning,1,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3902355508,Supervisor Production - 3rd Shift Ferrous Machining,Full-time,,,Mid-Senior level,"Auburn, AL",2024-04-19 14:10:48,"Management, Production, Manufacturing",3,2024-04,1,1,0,1,Manufacturing & Operations
3902355512,Sr. Mechanical Engineer ,Full-time,,,Mid-Senior level,"Nashville, TN",2024-04-19 14:11:26,"Engineering, Design, Project Management",3,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3902355525,Mechanical Engineer (Industrial Power and Process) ,Full-time,,,Mid-Senior level,"Nashville, TN",2024-04-19 14:12:15,Engineering,1,2024-04,6,2,1,2,Engineering & IT
3902355529,VP of Total Rewards ,Full-time,,,Executive,Greater Philadelphia,2024-04-19 14:13:26,Human Resources,1,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3902355538,"Account Executive, SMB Team Sales - Account Executive, SMB Team Sales - Charleston, WV - Hurricane, WV - Teays Valley, WV",Full-time,,46860.0,Mid-Senior level,"Charleston, WV",2024-04-19 14:13:20,Business Development,1,2024-04,4,3,6,3,Sales & Business Development
3902355545,Production Manager,Full-time,,,,"Lovelock, NV",2024-04-19 14:13:21,Production,1,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
